old_geoid,new_geoid,area_weight
034700,034700,0.7246810867634862
034700,035700,0.005186841324306482
035200,035200,0.20157843257980965
035300,035300,0.48744735007259643
043900,043900,0.4509668285592012
044000,044000,0.6521019379330614
044601,044601,0.9999999999992756
007500,007500,0.0823129564858688
006300,006300,0.13739289347658656
007100,007100,0.24514236019309027
010000,010000,0.4081600541734937
010300,010300,0.5474044566626493
010300,010500,0.001053709474349597
010300,024000,0.07359180954293194
010500,010500,0.1946865243795544
010600,010600,0.5340700627901501
010701,031700,0.0023960581578188946
010701,033100,0.007027477247108914
010701,010701,0.9680478688943012
010701,024000,0.016669407137892094
010701,001904,0.003142694883710137
010701,000100,0.0025277897388400195
011000,011000,0.05388059698459797
011200,011200,0.5244173342067582
011300,011300,0.5042660101280557
010200,010200,0.39662281679440803
011500,011500,0.5132757880676265
011700,011700,0.08266215237159777
011800,011800,0.03403680729836503
012200,012200,0.14807916005926683
012301,012301,0.9995359816630801
012400,012400,0.44171136327468336
012602,012602,0.9999984046811714
013200,013200,0.08664021307435105
013400,013400,0.1258428434836962
013500,013500,0.10535446250350489
013600,013600,0.21460250361866884
013700,013700,0.3448303000063669
013700,014100,0.0022813151068076997
013800,013800,0.027638374291627656
014000,013600,0.002022708808819602
014000,014000,0.40198496537713596
014000,014201,0.002142602019565082
014202,014202,0.9882892106532862
014202,020800,0.0011164209203917566
014202,021200,0.010535983828406665
014500,014500,0.18123156688469946
015000,015000,0.5242482002627765
015200,015200,0.1277031382522434
015200,020600,0.0012035345891784133
015200,020800,0.0014147823564770548
015400,015400,0.024105880882537695
015500,015500,0.17819138688258376
015600,015400,0.0016770521691443776
015600,015600,0.9983229478272442
015700,015700,0.16112492162404185
014700,014700,0.07428933427505648
014800,014202,0.015180527415786549
014800,014800,0.5280844317059111
014800,014400,0.007981496385341486
014900,014900,0.15522243058325802
018502,018502,0.9999999999986262
016300,016300,0.13561331002367982
016600,016600,0.21786049993893014
016800,016800,0.3024902679741991
016900,016900,0.322582215653756
017000,017000,0.354983491644861
017000,019400,0.0041696981125308175
017100,017902,0.0015235847245195307
017100,001902,0.0013142288832171305
017100,017102,0.19853089084648748
017100,017101,0.40606554013577617
017100,003301,0.00540750573074916
017200,017200,0.3312043109288174
017200,019400,0.002717676591558257
017400,017400,0.4240117984667201
017400,019200,0.004295533959940014
017600,017600,0.03252646543429214
018000,018000,0.2602038368496352
018000,018200,0.007625709231780475
025301,025301,0.9926834188547995
025301,018300,0.007316581143575796
018200,018200,0.4280198208692578
025302,025301,0.002030776835109829
025302,025302,0.9974999740669331
018401,018200,0.0020270966120718046
018401,018401,0.9551490236701013
018401,028803,0.04280739427671046
018700,018700,0.3209321345453507
018402,018402,0.9997796937387649
018600,018600,0.432023736893704
018800,018800,0.3534436059858384
026902,026902,0.9999912190432843
019200,019200,0.26179782190065704
030903,030903,0.9999999999999671
019600,019600,0.3788242250938158
018900,018900,0.2595606120281783
019000,019000,0.3726613481854922
020400,020400,0.512338000210707
020400,020800,0.002011678025084762
020600,020600,0.3094386748296423
020600,020800,0.015303932656803382
020800,020800,0.6434590110911816
020800,021200,0.00125386392173204
021200,021200,0.33171917333954876
021400,021400,0.5463208854091849
021400,023200,0.006537589694516718
021600,014202,0.0018834179851782249
021600,021400,0.009879541776573856
021600,022001,0.010269993659286278
021600,021603,0.3021035119873141
021600,021602,0.11080637290953392
021600,021601,0.22257357637743083
021900,021900,0.6421384999744754
021900,044902,0.0016636057863761743
022001,022001,0.9641131392550372
022001,077905,0.005978104473774628
022001,021601,0.008860833592716437
022001,022002,0.009625053154230423
022001,038302,0.01142286952424139
022900,025100,0.00454549483698735
022900,025302,0.0015950398584106476
022900,021900,0.0018720242796712275
022900,022900,0.7143787775087511
022900,023502,0.0010234206746794876
023000,044800,0.0025642924188276706
023000,023000,0.25304444095714085
043701,043702,0.003658309134137487
043701,043900,0.0014413255092744564
043701,043701,0.9523331041729493
043701,074500,0.04092219457338746
061302,061302,0.9997048097998412
071306,071306,0.999934191189004
077906,077906,0.9963248668935593
077906,122702,0.002839179755195813
057900,057900,0.08054880266740706
058000,058000,0.7736124901618451
058000,056800,0.002917846944909639
058100,058100,0.9999999999988571
058900,058900,0.25701835020738156
090700,090700,0.9753586950776029
090700,088902,0.0012511532856567533
090700,088903,0.01330906847704909
090700,086900,0.009480265140652014
091601,091603,0.5507256964280305
091601,091604,0.4483609824313214
092800,092800,0.9057552191092075
092800,093401,0.007396338949840469
092900,033100,0.037128388566234106
092900,092900,0.9517122118221811
092900,093900,0.010230682934739844
091602,091602,0.9943539285693598
091602,091800,0.003829910698428698
091602,091604,0.0018143339210976587
091800,091800,0.9416101650463778
092200,092800,0.0012437211230232705
092200,091800,0.006562588400428542
092200,092200,0.885365751386057
093800,093800,0.935023049431697
093800,093402,0.006662270540064679
049200,049201,0.4471386659619591
049200,049202,0.2942141186172137
049200,055200,0.001806489454411661
049200,128300,0.0018685040969705184
049301,049301,0.9999920003393856
049302,049302,0.9755651246
049302,049500,0.023873876139675104
049500,049500,0.4847435454893969
049500,051700,0.0025261607735764693
049500,050700,0.0013557019932799131
049600,049600,0.5736677263971979
049700,049302,0.004076650184365687
049700,049700,0.5426484211922257
049900,049900,0.7509991788147032
049900,050500,0.0032208245469279055
049900,050700,0.015295529077145178
060100,060100,0.9999874030087788
059100,059100,0.5144408308233769
059200,059200,0.5072301404014543
059300,059300,0.5727290116285167
059400,059400,0.9999999999981206
059500,053501,0.0012088827362298638
059500,059502,0.5788407527918642
059500,059501,0.4181855741408525
059500,052500,0.0017647903306776715
059800,059800,0.508939333467086
059900,059900,0.99999999999978
060000,060000,0.28658159778806863
060600,060600,0.5465514248123059
060701,060701,0.9976528971067283
060701,066501,0.0020361452520843144
060800,060800,0.28826920853592136
061400,061400,0.9999902173294497
061602,061602,0.9967421577427303
061602,061601,0.0032578422572372605
051500,022900,0.002255149694732865
051500,051500,0.5437815365001077
051500,051100,0.001064495033322237
051600,051600,0.019186687246322512
051700,051700,0.5667879216409101
051700,052100,0.0020086296679558027
051700,051100,0.003741090080247815
050000,050000,0.6228363938886606
051800,051800,0.45755042040308985
052100,051700,0.0011798937981109367
052100,052100,0.9934308889811033
052100,052500,0.0053892172204373315
052200,052200,0.9999999999986616
050201,050000,0.0032172859512938925
050201,050201,0.9961567458763129
050500,050500,0.40042406863518715
050500,050700,0.0014459667985666023
050700,050700,0.674429745996433
050800,050800,0.9999999999992153
051000,051000,0.9999999999979866
051100,051500,0.0011133761104281453
051100,051700,0.005298179842163824
051100,051100,0.6267503940444169
051300,051300,0.4283151781630111
080301,080301,0.9721146512847252
080301,080302,0.02240393711744161
080301,079900,0.0012588040103584702
080301,038302,0.0041154247497708985
080302,080302,0.9937519555734049
080302,083700,0.0013679494976851527
080302,079300,0.002725101649225308
080302,122702,0.0011902686159720802
080900,077906,0.0013522808622085465
080900,080302,0.0012389165516190827
080900,080900,0.991461181907433
080900,079300,0.005781212957027742
081400,081400,0.6810872337809152
081400,079200,0.001394459745553491
081800,081400,0.004614030179577443
081800,081800,0.6997869715800904
052400,052400,0.9999999999968462
052800,052800,0.5067400629664824
053000,053000,0.5705360879965073
061800,061602,0.003561418212923313
061800,061800,0.9964385817866254
061900,061900,0.9977818317022165
061900,062100,0.0012381702513124852
062000,062000,0.3779382462920277
062100,061900,0.001260238138686236
062100,062100,0.9708889615639148
062100,063700,0.005336354554409952
062100,063302,0.019730501266702057
062100,065501,0.0027839444762869808
062400,037600,0.006378114728834332
062400,062400,0.993617427940826
062600,035800,0.0010614424560861264
062600,037600,0.001434727765517312
062600,035200,0.0020715419253003317
062600,062600,0.5717111474248051
062700,062700,0.9999999999969648
062900,062900,0.9935251729924138
062900,056100,0.006460026730086661
083700,080302,0.002990657854130913
083700,083700,0.9954419094502724
083800,083800,0.7479412399953534
084000,084000,0.7696130806586999
084500,084500,0.9999874184476558
084601,081800,0.0016203963987474538
084601,084601,0.9947334338052728
084601,084602,0.0036461697956518026
053401,053401,0.999999999997836
053900,053502,0.0014615108301630833
053900,053901,0.6116316102812202
053900,053902,0.2337004738303383
053900,044500,0.004941791284856604
053900,044700,0.0041477230340541855
053500,053501,0.2719254782762779
053500,053502,0.5166387416578563
053500,059502,0.004619522436323539
053500,044902,0.007947370198072075
053601,053601,0.9999999999977393
054000,054000,0.9984558840004114
054000,056800,0.001458689991662122
063700,062100,0.00127739267559292
063700,063700,0.9980136206849669
063800,065401,0.001495903235022087
063800,063800,0.8270594447139753
063800,064600,0.002377822670661851
063900,063700,0.008402546829246954
063900,063900,0.9661314292266764
063900,064102,0.021271377332816543
063900,064500,0.004194646611260307
064101,064101,0.9014227162239394
064101,064102,0.09854510830121394
064102,013400,0.001011813762999598
064102,063900,0.00279889625843059
064102,064101,0.0017762097745910065
064102,064102,0.994134644843827
063301,063301,0.9970877677050903
063301,063302,0.0021090269484783444
063302,063301,0.0028903428542288666
063302,063302,0.9968030509082048
063500,063700,0.0013872215710622692
063500,063500,0.9986127784287631
064500,064500,0.9999639897729157
064600,064600,0.7099072136819741
065000,065000,0.7059103909950106
084602,084602,0.9690465813908011
084602,086400,0.006497855031123952
084602,071600,0.01980153524477905
084602,030600,0.0034218127341202787
086100,086100,0.9999999999981967
086300,086300,0.9999745998389072
086400,086400,0.8782727790698416
086500,086500,0.9994023058342691
087100,087100,0.9441354926799879
087100,038301,0.05224834191742475
087100,038302,0.001878783651178728
088400,008800,0.006160172621390583
088400,088400,0.9115015337532771
088400,071600,0.009815130697325227
088400,089201,0.0018113005615241846
088901,088902,0.45785193510975974
088901,088903,0.54060442123193
089200,089202,0.44719770276938414
089200,088400,0.0016846181883248509
089200,089201,0.49651556592732604
089200,006201,0.002634118160419271
089200,006202,0.0013769098730635797
054500,054500,0.39716084243706745
054500,044100,0.004984280093765633
054500,044300,0.0031786609098362097
054200,054200,0.7411377035810613
054700,054500,0.004317381501259063
054700,054700,0.42707498736645155
054700,054900,0.0025092084585712363
054700,044100,0.0029366518550535364
054800,054800,0.5655488241778405
065600,065600,0.7919425273194522
065400,065401,0.5048821975995215
065400,065402,0.3141738705672609
065400,063800,0.001715883863724728
065702,061302,0.004958522086269859
065702,061900,0.0016616322472093792
065702,065702,0.9931564900659015
065900,065900,0.9979533933806874
065900,066100,0.0011539608347209101
066000,066402,0.001416500558591793
066000,066000,0.716328000426085
047600,047600,0.7216477976914792
047600,047801,0.0018987480626595312
047800,047802,0.15174687080670163
047800,047600,0.0017269583115522285
047800,047801,0.5935333670102585
047900,047300,0.010789646119373126
047900,047500,0.003143488039802847
047900,047900,0.9860237323417448
048300,024300,0.014056000812610644
048300,026502,0.0010378034478297547
048300,048301,0.38769567682602385
048300,048900,0.006488817902031695
048300,048302,0.5828197096044871
048300,024700,0.00789172139274755
048500,047900,0.010894449312932592
048500,048500,0.34398293892543447
048500,048900,0.014969811303634206
048900,024300,0.0010213743030486533
048900,048900,0.7895256945926895
055900,055900,0.9713382962803596
055900,055500,0.0017996097617691388
055900,040900,0.026524123632327326
056100,062900,0.003187245067637369
056100,056100,0.8799668430853588
056100,114202,0.0015479465833536457
056100,114201,0.0018068687384351877
056500,056500,0.3179064523020148
056700,056100,0.00916082194348813
056700,056700,0.9891423104254715
056700,057700,0.0016968676308359843
055200,055200,0.7046236877839476
055200,130100,0.0019643814737264273
055200,129102,0.005507493935011
055300,055300,0.45651559984955803
055300,055500,0.018843356200063412
055300,043900,0.003349127112863284
055400,055400,0.5637632106170991
055500,055500,0.3586614732196409
055500,043900,0.0044745554873971945
055500,043700,0.001737228172806451
055700,055700,0.45796459709056186
055800,055800,0.5272017353473463
055800,056000,0.0017475045354171984
056800,056800,0.8778421571561235
057700,062900,0.0014507146292736819
057700,057700,0.9985492853704095
066501,060701,0.004416796252337272
066501,066501,0.9945639438280195
067700,067700,0.9999999999990652
068000,032000,0.0044987304756927415
068000,065402,0.002487855479452276
068000,068000,0.8129523856249335
068200,068000,0.0026225172941727374
068200,068200,0.5302489360003358
066300,066301,0.5340077661948643
066300,066302,0.46599223380451826
066400,066402,0.1340634877444488
066400,066404,0.3271630781533939
066400,066401,0.3963955407805543
066400,069400,0.0030269795488415538
066400,071600,0.01574084983351153
066400,066403,0.12360734855257283
068700,047500,0.0012098298135545449
068700,068700,0.9853299474010704
068700,071702,0.012480295879102413
069000,032000,0.0029631372242080365
069000,069000,0.6671744620849286
069300,069300,0.9999999999985478
069400,066404,0.030469620634614978
069400,069400,0.9686627366366665
069500,068700,0.006935680673152117
069500,069500,0.985914334077986
069500,067900,0.007149985248861948
069701,069300,0.009325282665880041
069701,069701,0.9906747173306802
138501,138501,0.9886763116372653
138501,138502,0.001666015116609701
138501,137700,0.007564883403989695
138502,138501,0.001023056511934927
138502,138502,0.9884852899491761
138502,152901,0.0011278964047071226
138502,156700,0.0023051901453770202
138502,111300,0.003927788940673888
143500,143500,0.9999837986680175
144100,138501,0.0031838345304785924
144100,144100,0.9964052015250543
144700,144700,0.9998949442501249
145101,145101,0.9999999489224872
145102,143500,0.012450355435956382
145102,144700,0.007058580061398256
145102,145102,0.9804886634294698
139900,139900,0.9896421953067955
139900,136700,0.009763502419093193
140901,140901,0.9974919985160956
140901,128300,0.0022856128354713265
140902,140902,0.9817529689445842
140902,134701,0.008106456790276485
140902,134702,0.010051547016945417
142900,142900,0.9960414665190662
142900,145900,0.003957583357331994
146300,146300,0.995669047925658
146300,146700,0.003975678544098976
146700,146700,0.9992489741076347
147100,147100,0.9977487255175552
147100,111300,0.002203344232340304
147900,138502,0.0010869589978816697
147900,147900,0.9908251345787333
147900,148300,0.0048185906962337835
147900,150701,0.002847175166700328
148300,148300,0.999178125438855
150701,138502,0.0019048223074938904
150701,147900,0.0015966771570069577
150701,150701,0.9938782835633508
150701,152901,0.002269572214870572
071600,107202,0.014255575913642808
071600,071600,0.9834200951194595
069702,069500,0.0013595049974050855
069702,069702,0.9955618373043333
069702,070300,0.0030781633336975905
070700,070700,0.9975585757761142
070700,072900,0.0024009664247838063
071100,071100,0.999699666699881
072900,072900,0.999967878744273
073900,073900,0.9955880148384173
073900,071303,0.004411985160693344
074300,074300,0.9999999999993678
074500,074500,0.9909129742795028
074500,074700,0.004223834526849987
074500,038302,0.004240209150423507
076902,076902,0.9711678664897825
076902,077300,0.019128247065032095
076902,021601,0.0018983778298138076
076902,038302,0.007755577570227785
073100,073100,0.9999999999986722
073700,073700,0.9966012176360071
073700,076901,0.001396312516565841
073700,072300,0.00200246984703264
077300,077300,0.9791686529523498
077300,077500,0.01573946022364158
077300,021601,0.0013456811602444308
077300,074900,0.0035454225577509937
077500,013600,0.0023659115403006988
077500,077500,0.9976315867087353
077902,077907,0.005849098676514004
077902,077906,0.004086153906511916
077902,077902,0.9869771945762527
077902,038302,0.0025328552668164956
077903,077903,0.9746237687356927
077903,077904,0.012502207969643228
077903,038302,0.012858032432512182
077905,022001,0.0019333264948040278
077905,077905,0.9891440817424215
077905,022002,0.008547667695258577
078800,078800,0.5502159771509482
079200,079200,0.624869148383915
079300,079300,0.9977084607918203
079300,038302,0.002093705362332149
079900,080301,0.0014113951113360324
079900,079900,0.9973145313762597
079900,079702,0.0012740735122656595
150702,150702,0.9921240269874342
150702,152902,0.007588743160665492
152901,155103,0.0026463242899555334
152901,138502,0.0024617768112899893
152901,152901,0.9905005370243285
152901,156700,0.002639789917668957
152902,155103,0.002470891246177804
152902,150702,0.0013068041920055772
152902,152902,0.9921424032118499
152902,155101,0.004055727242277312
155101,155103,0.015846137663582074
155101,152902,0.0024315647395859816
155101,155101,0.9817222975967315
155102,155103,0.5018842764008867
155102,155104,0.48078578001749045
155102,155101,0.003036339481394508
155102,156700,0.012463799349296492
156700,152901,0.003112457957347603
156700,156700,0.9922222796784226
156700,130100,0.0011173924149509272
156700,157102,0.003110079952446772
157101,156700,0.012917469557200913
157101,157101,0.9831697710610272
157101,157102,0.003908681519335785
157901,155104,0.010270066917834055
157901,157901,0.989709854601402
157902,157902,0.9998836163727405
157903,157903,0.9999914861180477
161700,161700,0.9954165702336952
161700,162100,0.004132648484458797
162100,156700,0.010119862508693272
162100,162100,0.989059066326112
037900,037900,0.3431685292191012
048200,048200,0.5361519713997284
048400,048200,0.0015920610194680282
048400,048400,0.3129250645631781
119300,119300,0.9999999999990321
119900,119900,0.9999801481467642
120500,120500,0.9999898209046092
120700,120702,0.4516142952552879
120700,120701,0.5457529157513106
120700,121100,0.0026228205124177624
121500,121500,0.9899102995825395
121500,121100,0.002163242445167307
121500,141700,0.007216968503593479
122300,121500,0.005390971199889066
122300,122300,0.9935374168938159
122701,122703,0.6241538990089193
122701,122704,0.37067890851594537
122701,121500,0.004288035831977764
119500,119500,0.9999999999985758
122702,121500,0.0056637339457135255
122702,122702,0.9938728651204843
124100,124100,0.9981931085017337
124100,124700,0.001639324332004712
125700,125700,0.9999999999983729
126500,124100,0.002533460862952742
126500,126500,0.997459456499076
126700,045000,0.005148531299021954
126700,045600,0.004777840798292938
126700,126700,0.9830706325297904
126700,045200,0.0064068378007354895
128300,049201,0.002021313101167209
128300,047600,0.0017127652205489651
128300,134702,0.002204538108279836
128300,128300,0.9901352921224487
128300,127700,0.0015265845805216309
128300,129103,0.001820193020356012
130100,156700,0.0017288640381114481
130100,162100,0.003888776382639474
130100,130100,0.9921278142495558
130100,129102,0.0018622634075785534
056600,056600,0.5302717001814561
115100,115100,0.9999999999989916
120300,120300,0.9999992372111315
066100,066100,0.9999955666426638
079000,079000,0.5859794175318069
103300,103300,0.9999999999998157
133300,133300,0.9999999999987658
134100,134701,0.0022808441996362504
134100,122300,0.0038200100961924524
134100,134100,0.992774199505985
134100,124700,0.0011249461978398397
134700,134701,0.4317082180252679
134700,134702,0.5677132167217175
136700,139900,0.004761148288289629
136700,136700,0.9948530814992962
101002,101004,0.002232091558943029
101002,101002,0.9977679084410569
101700,099100,0.007052917488071934
101700,101700,0.9925404837535992
115500,115500,0.9981606971048919
115500,115700,0.001839302892848846
093900,094500,0.007938371627844753
093900,093900,0.9920543207490674
094201,093800,0.011384301235016327
094201,094201,0.958375272312693
094201,094202,0.002536784709402957
094201,094203,0.027703641742887645
094202,094202,0.9988658891106305
094203,093800,0.001299272779463671
094203,094201,0.001311629867380238
094203,094203,0.995741825640797
094203,095400,0.0016457483359103796
117100,117100,0.9979825131166432
117100,117500,0.0020108438876513144
116100,086500,0.00883101808344716
116100,088902,0.0012524201904224783
116100,116100,0.9846739012027214
116100,086900,0.004604390495759921
116700,116700,0.999988092971105
117500,117500,0.9999870714023625
118100,118100,0.9999900405623839
119100,119100,0.9999916456473041
014605,014605,0.9999999999996455
014606,014606,0.9999980489641364
015100,015100,0.4702519829796017
015601,015601,0.9510717551416462
015602,015602,0.8901295140411626
015603,015603,0.9999999999992297
016901,016901,0.9980703295297084
016901,017701,0.0019234565430473996
014700,014700,0.8380771164967449
014700,012500,0.0017094161314070802
020100,020100,0.5777322760910842
031902,031902,0.9999967517989273
000300,000300,0.9979363385799986
000300,000700,0.002063621760011989
000600,000600,0.7862714822143954
000600,002100,0.026793887397364227
000800,000800,0.5761400298036987
001100,001100,0.6586115282087279
001700,001700,0.9999999999995265
002002,002002,0.9976272296943117
002002,001800,0.0017264929665444014
002100,002100,0.7871374168470368
002900,002900,0.6541669881458778
003300,002100,0.0011228406728209788
003300,003300,0.4218255924599077
017005,017005,0.9280679379952589
017005,017009,0.07184240334077684
017007,017007,0.9999999999993167
017008,017007,0.004414411937015827
017008,017015,0.4106280198146927
017008,017016,0.5846767675923813
017300,017300,0.4995289622531463
017600,017600,0.9299287353545518
017700,016901,0.0010995948840159637
017700,017702,0.09395196289111213
017700,017701,0.46994494807196785
023400,023400,0.3888895446825428
023501,023501,0.7289187296800893
023502,023502,0.30253294293679023
023600,023600,0.47053920507698627
023700,023700,0.9999615979955404
