borough,geoid,major_alterations,minor_alterations,new_buildings,total_permits,year
Queens,58200,1,15,1,17,2009
Queens,58300,5,23,0,28,2009
Queens,58500,1,22,0,23,2009
Queens,58700,0,15,0,15,2009
Queens,58900,0,22,0,22,2009
Queens,59000,0,2,0,2,2009
Queens,59100,1,15,0,16,2009
Queens,59200,2,5,0,7,2009
Queens,59300,5,26,0,31,2009
Queens,59400,2,0,0,2,2009
Queens,59501,0,24,3,27,2009
Queens,59502,0,15,2,17,2009
Queens,59600,1,8,0,9,2009
Queens,59800,0,1,0,1,2009
Queens,59900,0,6,0,6,2009
Queens,60000,1,12,4,17,2009
Queens,60100,0,10,0,10,2009
Queens,60300,7,12,0,19,2009
Queens,60600,1,2,2,5,2009
Queens,60800,5,9,0,14,2009
Queens,61000,3,3,0,6,2009
Queens,61200,3,3,0,6,2009
Queens,61301,11,47,0,58,2009
Queens,61302,0,2,0,2,2009
Queens,61400,3,4,0,7,2009
Queens,61601,7,5,0,12,2009
Queens,61602,4,7,0,11,2009
Queens,61800,0,9,0,9,2009
Queens,61900,1,13,0,14,2009
Queens,62000,2,3,0,5,2009
Queens,62100,2,18,0,20,2009
Queens,62200,3,9,0,12,2009
Queens,62300,1,8,0,9,2009
Queens,62500,2,5,0,7,2009
Queens,62600,6,16,1,23,2009
Queens,62700,0,2,0,2,2009
Queens,62900,2,28,0,30,2009
Queens,63000,0,8,1,9,2009
Queens,63200,0,10,0,10,2009
Queens,63301,0,4,1,5,2009
Queens,63302,0,1,0,1,2009
Queens,63500,0,10,0,10,2009
Queens,63700,2,49,4,55,2009
Queens,63800,4,12,0,16,2009
Queens,63900,1,9,0,10,2009
Queens,64101,1,4,0,5,2009
Queens,64102,1,9,0,10,2009
Queens,64500,1,24,3,28,2009
Queens,64600,3,17,0,20,2009
Queens,65000,2,6,1,9,2009
Queens,65401,2,15,0,17,2009
Queens,65501,2,4,0,6,2009
Queens,65600,2,9,10,21,2009
Queens,65702,5,9,0,14,2009
Queens,65703,1,27,8,36,2009
Queens,65900,3,6,2,11,2009
Queens,66000,4,6,0,10,2009
Queens,66100,0,0,1,1,2009
Queens,66301,5,18,0,23,2009
Queens,66302,0,1,0,1,2009
Queens,66401,0,5,0,5,2009
Queens,66402,6,15,3,24,2009
Queens,66403,6,2,2,10,2009
Queens,66404,0,2,0,2,2009
Queens,66501,1,10,0,11,2009
Queens,66701,5,8,1,14,2009
Queens,66900,3,6,0,9,2009
Queens,67100,5,10,0,15,2009
Queens,67700,0,4,0,4,2009
Queens,67900,2,29,0,31,2009
Queens,68000,0,13,3,16,2009
Queens,68200,4,2,0,6,2009
Queens,68300,1,79,0,80,2009
Queens,68700,0,23,1,24,2009
Queens,69000,5,7,3,15,2009
Queens,69300,3,48,1,52,2009
Queens,69400,5,5,1,11,2009
Queens,69500,1,12,0,13,2009
Queens,69701,1,40,0,41,2009
Queens,69702,5,23,2,30,2009
Queens,70300,3,9,0,12,2009
Queens,70700,1,9,0,10,2009
Queens,70900,6,11,0,17,2009
Queens,71100,5,46,1,52,2009
Queens,71303,5,33,0,38,2009
Queens,71304,2,36,0,38,2009
Queens,71305,0,21,0,21,2009
Queens,71306,5,51,0,56,2009
Queens,71600,0,12,1,13,2009
Queens,71701,4,21,0,25,2009
Queens,71702,0,68,0,68,2009
Queens,71900,3,10,5,18,2009
Queens,72100,4,40,0,44,2009
Queens,72300,4,23,1,28,2009
Queens,72900,3,10,0,13,2009
Queens,73100,0,16,0,16,2009
Queens,73700,0,38,1,39,2009
Queens,73900,0,48,1,49,2009
Queens,74100,4,18,0,22,2009
Queens,74300,3,37,0,40,2009
Queens,74500,6,8,0,14,2009
Queens,74700,2,13,6,21,2009
Queens,74900,0,9,2,11,2009
Queens,75701,1,29,0,30,2009
Queens,75702,19,63,8,90,2009
Queens,76901,0,23,0,23,2009
Queens,76902,3,13,0,16,2009
Queens,77300,2,20,0,22,2009
Queens,77500,3,24,0,27,2009
Queens,77902,6,9,2,17,2009
Queens,77903,2,3,0,5,2009
Queens,77904,16,29,7,52,2009
Queens,77905,3,135,0,138,2009
Queens,77906,3,14,0,17,2009
Queens,77907,5,18,1,24,2009
Queens,78800,1,5,0,6,2009
Queens,79000,7,9,8,24,2009
Queens,79200,3,22,4,29,2009
Queens,79701,2,20,2,24,2009
Queens,79702,7,34,3,44,2009
Queens,79900,2,71,10,83,2009
Queens,80301,4,20,4,28,2009
Queens,80302,10,16,5,31,2009
Queens,80900,5,52,0,57,2009
Queens,81400,4,13,1,18,2009
Queens,81800,8,5,0,13,2009
Queens,83700,19,32,3,54,2009
Queens,83800,13,23,1,37,2009
Queens,84000,7,38,11,56,2009
Queens,84500,3,29,3,35,2009
Queens,84601,8,16,5,29,2009
Queens,84602,1,17,0,18,2009
Queens,84901,3,31,7,41,2009
Queens,84902,4,53,2,59,2009
Queens,85300,8,91,2,101,2009
Queens,85500,2,29,0,31,2009
Queens,85700,2,32,8,42,2009
Queens,85900,1,34,2,37,2009
Queens,86100,2,7,8,17,2009
Queens,86300,5,31,0,36,2009
Queens,86400,5,11,0,16,2009
Queens,86500,5,32,2,39,2009
Queens,86900,8,124,10,142,2009
Queens,87100,11,212,7,230,2009
Queens,88400,7,48,4,59,2009
Queens,88902,2,48,4,54,2009
Queens,88903,0,19,1,20,2009
Queens,89201,32,59,16,107,2009
Queens,89202,0,4,0,4,2009
Queens,90700,15,50,13,78,2009
Queens,91603,22,9,42,73,2009
Queens,91900,9,44,5,58,2009
Queens,92200,8,23,4,35,2009
Queens,92500,3,54,3,60,2009
Queens,92800,6,39,3,48,2009
Queens,92900,2,47,0,49,2009
Queens,93401,2,15,2,19,2009
Queens,93402,0,39,0,39,2009
Queens,93800,4,50,0,54,2009
Queens,93900,6,18,23,47,2009
Queens,94201,0,21,3,24,2009
Queens,94202,2,50,0,52,2009
Queens,94203,0,19,0,19,2009
Queens,94500,12,55,8,75,2009
Queens,94700,2,29,3,34,2009
Queens,95400,1,19,7,27,2009
Queens,96400,11,200,411,622,2009
Queens,97202,0,5,0,5,2009
Queens,97204,9,24,1,34,2009
Queens,97205,0,9,0,9,2009
Queens,97206,0,20,0,20,2009
Queens,97300,8,6,5,19,2009
Queens,98100,5,53,4,62,2009
Queens,98700,5,40,5,50,2009
Queens,99100,5,63,5,73,2009
Queens,99200,0,2,0,2,2009
Queens,99701,5,19,0,24,2009
Queens,99703,0,22,3,25,2009
Queens,99704,8,42,0,50,2009
Queens,99705,0,9,0,9,2009
Queens,99801,1,31,0,32,2009
Queens,99802,0,25,0,25,2009
Queens,99900,5,7,0,12,2009
Queens,100801,1,17,0,18,2009
Queens,100803,5,28,2,35,2009
Queens,100804,0,13,0,13,2009
Queens,101002,5,17,2,24,2009
Queens,101003,1,32,0,33,2009
Queens,101004,2,31,2,35,2009
Queens,101700,9,30,2,41,2009
Queens,102900,1,21,0,22,2009
Queens,103201,1,25,2,28,2009
Queens,103202,7,36,6,49,2009
Queens,103300,11,36,25,72,2009
Queens,103900,8,31,1,40,2009
Queens,104700,12,29,2,43,2009
Queens,105900,8,19,3,30,2009
Queens,107201,9,33,3,45,2009
Queens,108500,6,10,2,18,2009
Queens,109300,7,38,8,53,2009
Queens,109700,13,15,0,28,2009
Queens,109900,4,27,4,35,2009
Queens,111300,1,19,8,28,2009
Queens,112300,5,38,2,45,2009
Queens,112900,2,18,1,21,2009
Queens,113300,2,11,1,14,2009
Queens,113900,0,15,0,15,2009
Queens,114100,1,18,2,21,2009
Queens,114700,3,12,7,22,2009
Queens,115100,1,6,0,7,2009
Queens,115500,2,28,7,37,2009
Queens,115700,6,49,0,55,2009
Queens,115900,2,22,3,27,2009
Queens,116100,1,16,0,17,2009
Queens,116301,4,25,0,29,2009
Queens,116302,6,11,5,22,2009
Queens,116700,4,30,6,40,2009
Queens,117100,5,69,1,75,2009
Queens,117500,9,41,5,55,2009
Queens,118100,3,19,4,26,2009
Queens,118500,2,15,12,29,2009
Queens,118700,2,22,1,25,2009
Queens,118900,2,12,4,18,2009
Queens,119100,2,16,0,18,2009
Queens,119300,2,21,2,25,2009
Queens,119500,2,6,3,11,2009
Queens,119900,1,4,0,5,2009
Queens,120100,5,15,1,21,2009
Queens,120300,5,9,2,16,2009
Queens,120500,5,28,2,35,2009
Queens,120701,4,15,1,20,2009
Queens,121100,0,1,0,1,2009
Queens,121500,3,26,4,33,2009
Queens,122300,4,12,10,26,2009
Queens,122702,1,36,2,39,2009
Queens,122703,4,11,1,16,2009
Queens,122704,2,13,3,18,2009
Queens,124100,6,19,5,30,2009
Queens,124700,4,18,0,22,2009
Queens,125700,7,43,3,53,2009
Queens,126500,4,11,3,18,2009
Queens,126700,3,39,1,43,2009
Queens,127700,14,71,7,92,2009
Queens,128300,0,3,0,3,2009
Queens,129102,10,19,1,30,2009
Queens,129103,10,10,0,20,2009
Queens,129104,2,21,0,23,2009
Queens,130100,0,10,0,10,2009
Queens,133300,19,31,0,50,2009
Queens,133900,4,8,0,12,2009
Queens,134100,6,27,1,34,2009
Queens,134701,2,36,3,41,2009
Queens,134702,1,9,0,10,2009
Queens,136700,6,34,2,42,2009
Queens,137700,10,15,11,36,2009
Queens,138501,6,20,5,31,2009
Queens,138502,0,1,0,1,2009
Queens,139900,2,6,0,8,2009
Queens,140300,1,5,1,7,2009
Queens,140901,2,7,0,9,2009
Queens,140902,8,9,3,20,2009
Queens,141700,11,30,1,42,2009
Queens,142900,9,25,6,40,2009
Queens,143500,1,12,1,14,2009
Queens,144100,3,18,7,28,2009
Queens,144700,5,26,6,37,2009
Queens,145101,5,2,0,7,2009
Queens,145102,4,23,2,29,2009
Queens,145900,2,15,4,21,2009
Queens,146300,3,32,3,38,2009
Queens,146700,6,54,2,62,2009
Queens,147100,5,33,1,39,2009
Queens,147900,0,39,3,42,2009
Queens,148300,5,23,2,30,2009
Queens,150701,10,40,5,55,2009
Queens,150702,9,50,13,72,2009
Queens,152901,4,18,0,22,2009
Queens,152902,3,24,9,36,2009
Queens,155101,0,2,0,2,2009
Queens,155103,2,28,5,35,2009
Queens,155104,8,77,3,88,2009
Queens,156700,0,6,0,6,2009
Queens,157101,23,42,5,70,2009
Queens,157102,9,7,5,21,2009
Queens,157901,10,17,16,43,2009
Queens,157902,12,43,15,70,2009
Queens,157903,8,22,7,37,2009
Queens,161700,7,27,1,35,2009
Queens,162100,13,29,3,45,2009
Staten Island,300,3,101,0,104,2009
Staten Island,600,2,33,2,37,2009
Staten Island,700,5,23,4,32,2009
Staten Island,800,1,27,13,41,2009
Staten Island,900,0,11,5,16,2009
Staten Island,1100,3,24,17,44,2009
Staten Island,1700,2,8,0,10,2009
Staten Island,2001,2,5,13,20,2009
Staten Island,2002,3,26,5,34,2009
Staten Island,2100,1,43,2,46,2009
Staten Island,2700,6,24,0,30,2009
Staten Island,2900,5,33,1,39,2009
Staten Island,3300,12,25,1,38,2009
Staten Island,3600,3,13,6,22,2009
Staten Island,3900,0,9,4,13,2009
Staten Island,4001,4,20,0,24,2009
Staten Island,4002,0,5,0,5,2009
Staten Island,4003,0,11,0,11,2009
Staten Island,4004,1,9,3,13,2009
Staten Island,4700,4,24,0,28,2009
Staten Island,5000,4,21,5,30,2009
Staten Island,5901,9,18,3,30,2009
Staten Island,6400,8,29,3,40,2009
Staten Island,6700,3,26,1,30,2009
Staten Island,7001,11,24,7,42,2009
Staten Island,7002,4,43,30,77,2009
Staten Island,7400,2,27,13,42,2009
Staten Island,7500,7,11,1,19,2009
Staten Island,7700,0,7,5,12,2009
Staten Island,8100,5,46,10,61,2009
Staten Island,9601,5,14,2,21,2009
Staten Island,9602,3,26,8,37,2009
Staten Island,9701,1,20,4,25,2009
Staten Island,9702,2,27,0,29,2009
Staten Island,10500,5,47,3,55,2009
Staten Island,11201,7,49,18,74,2009
Staten Island,11203,0,48,21,69,2009
Staten Island,11401,6,7,7,20,2009
Staten Island,11402,10,37,12,59,2009
Staten Island,12100,2,25,1,28,2009
Staten Island,12200,11,37,2,50,2009
Staten Island,12500,1,27,0,28,2009
Staten Island,12804,5,45,15,65,2009
Staten Island,12805,1,3,2,6,2009
Staten Island,12806,5,7,3,15,2009
Staten Island,13201,18,19,1,38,2009
Staten Island,13203,4,28,15,47,2009
Staten Island,13204,2,19,13,34,2009
Staten Island,13301,0,3,0,3,2009
Staten Island,13302,5,46,2,53,2009
Staten Island,13400,15,26,4,45,2009
Staten Island,13800,17,35,2,54,2009
Staten Island,14100,0,15,3,18,2009
Staten Island,14604,3,33,1,37,2009
Staten Island,14605,5,14,0,19,2009
Staten Island,14606,0,35,0,35,2009
Staten Island,14607,1,13,0,14,2009
Staten Island,14608,0,6,3,9,2009
Staten Island,14700,18,36,0,54,2009
Staten Island,15100,9,28,7,44,2009
Staten Island,15601,17,52,19,88,2009
Staten Island,15602,13,23,2,38,2009
Staten Island,15603,9,19,9,37,2009
Staten Island,16901,14,31,7,52,2009
Staten Island,17005,11,43,16,70,2009
Staten Island,17007,0,9,98,107,2009
Staten Island,17009,6,17,15,38,2009
Staten Island,17011,3,15,6,24,2009
Staten Island,17012,2,6,0,8,2009
Staten Island,17013,3,9,0,12,2009
Staten Island,17014,3,6,1,10,2009
Staten Island,17015,1,4,1,6,2009
Staten Island,17016,1,1,2,4,2009
Staten Island,17300,0,2,4,6,2009
Staten Island,17600,16,46,31,93,2009
Staten Island,17701,9,34,10,53,2009
Staten Island,17702,8,24,9,41,2009
Staten Island,18100,12,55,23,90,2009
Staten Island,18701,1,15,1,17,2009
Staten Island,18703,5,10,4,19,2009
Staten Island,18704,2,9,0,11,2009
Staten Island,18901,12,30,9,51,2009
Staten Island,18902,8,13,4,25,2009
Staten Island,19700,1,9,2,12,2009
Staten Island,19800,6,72,36,114,2009
Staten Island,20100,6,25,5,36,2009
Staten Island,20701,4,10,0,14,2009
Staten Island,20702,1,50,0,51,2009
Staten Island,20803,2,26,81,109,2009
Staten Island,20804,10,27,13,50,2009
Staten Island,20805,1,23,4,28,2009
Staten Island,20806,0,12,0,12,2009
Staten Island,21300,8,22,0,30,2009
Staten Island,22300,15,21,9,45,2009
Staten Island,22601,3,19,78,100,2009
Staten Island,22602,15,96,22,133,2009
Staten Island,22801,4,6,5,15,2009
Staten Island,22802,10,12,0,22,2009
Staten Island,23100,2,14,0,16,2009
Staten Island,23900,6,29,1,36,2009
Staten Island,24401,17,25,12,54,2009
Staten Island,24402,7,19,18,44,2009
Staten Island,24700,2,16,2,20,2009
Staten Island,24800,10,29,29,68,2009
Staten Island,25100,6,24,2,32,2009
Staten Island,27301,1,32,15,48,2009
Staten Island,27302,5,2,3,10,2009
Staten Island,27702,1,76,9,86,2009
Staten Island,27704,0,5,10,15,2009
Staten Island,27705,6,17,0,23,2009
Staten Island,27706,0,47,0,47,2009
Staten Island,27900,5,21,15,41,2009
Staten Island,29102,9,81,42,132,2009
Staten Island,29104,2,27,56,85,2009
Staten Island,29105,2,18,3,23,2009
Staten Island,29106,4,8,0,12,2009
Staten Island,30301,2,16,1,19,2009
Staten Island,30302,1,16,2,19,2009
Staten Island,31901,2,11,0,13,2009
Staten Island,31902,0,13,6,19,2009
Staten Island,32300,0,20,0,20,2009
Bronx,100,0,52,1,53,2013
Bronx,200,3,22,1,26,2013
Bronx,400,2,82,4,88,2013
Bronx,1600,2,46,0,48,2013
Bronx,1901,5,30,13,48,2013
Bronx,1902,16,98,13,127,2013
Bronx,1903,7,135,9,151,2013
Bronx,1904,0,1,0,1,2013
Bronx,2001,0,47,5,52,2013
Bronx,2002,2,19,0,21,2013
Bronx,2300,1,12,0,13,2013
Bronx,2400,0,4,0,4,2013
Bronx,2500,3,100,0,103,2013
Bronx,2701,0,13,0,13,2013
Bronx,2702,0,46,3,49,2013
Bronx,2800,12,41,5,58,2013
Bronx,3100,2,44,9,55,2013
Bronx,3300,4,44,0,48,2013
Bronx,3500,2,66,2,70,2013
Bronx,3700,0,6,0,6,2013
Bronx,3800,0,12,3,15,2013
Bronx,3900,6,111,8,125,2013
Bronx,4001,4,27,10,41,2013
Bronx,4100,0,89,0,89,2013
Bronx,4200,9,45,0,54,2013
Bronx,4300,0,108,3,111,2013
Bronx,4400,5,50,16,71,2013
Bronx,4600,0,60,6,66,2013
Bronx,4800,0,52,0,52,2013
Bronx,5001,0,28,0,28,2013
Bronx,5002,1,57,0,58,2013
Bronx,5100,5,180,21,206,2013
Bronx,5200,3,56,1,60,2013
Bronx,5300,0,32,0,32,2013
Bronx,5400,4,44,0,48,2013
Bronx,5600,0,33,0,33,2013
Bronx,5902,1,14,0,15,2013
Bronx,6000,1,36,1,38,2013
Bronx,6100,3,147,0,150,2013
Bronx,6200,0,63,0,63,2013
Bronx,6301,11,177,17,205,2013
Bronx,6302,0,17,0,17,2013
Bronx,6400,1,19,0,20,2013
Bronx,6500,12,224,4,240,2013
Bronx,6700,8,124,1,133,2013
Bronx,6800,1,27,0,28,2013
Bronx,6900,0,50,1,51,2013
Bronx,7000,1,40,1,42,2013
Bronx,7100,8,83,27,118,2013
Bronx,7200,1,51,0,52,2013
Bronx,7300,1,43,4,48,2013
Bronx,7400,0,15,0,15,2013
Bronx,7500,0,36,1,37,2013
Bronx,7600,5,44,3,52,2013
Bronx,7700,6,43,0,49,2013
Bronx,7800,4,45,3,52,2013
Bronx,7900,2,83,2,87,2013
Bronx,8300,2,70,0,72,2013
Bronx,8400,7,9,0,16,2013
Bronx,8500,4,91,3,98,2013
Bronx,8600,3,13,0,16,2013
Bronx,8700,3,85,0,88,2013
Bronx,8900,1,50,7,58,2013
Bronx,9000,6,104,8,118,2013
Bronx,9200,2,84,4,90,2013
Bronx,9301,6,161,2,169,2013
Bronx,9302,20,98,6,124,2013
Bronx,9600,6,83,8,97,2013
Bronx,9800,1,54,2,57,2013
Bronx,11000,0,11,8,19,2013
Bronx,11502,5,79,6,90,2013
Bronx,11701,6,44,4,54,2013
Bronx,11702,3,18,0,21,2013
Bronx,11800,17,50,3,70,2013
Bronx,11900,2,55,0,57,2013
Bronx,12101,0,62,0,62,2013
Bronx,12102,0,46,0,46,2013
Bronx,12300,1,37,3,41,2013
Bronx,12500,1,37,3,41,2013
Bronx,12701,3,40,0,43,2013
Bronx,12901,3,56,4,63,2013
Bronx,13000,0,12,2,14,2013
Bronx,13100,4,68,5,77,2013
Bronx,13200,3,19,8,30,2013
Bronx,13300,4,60,2,66,2013
Bronx,13500,1,39,5,45,2013
Bronx,13800,18,19,0,37,2013
Bronx,14100,0,109,5,114,2013
Bronx,14300,3,47,1,51,2013
Bronx,14400,2,36,1,39,2013
Bronx,14500,3,44,1,48,2013
Bronx,14701,0,23,0,23,2013
Bronx,14702,2,35,0,37,2013
Bronx,14900,5,73,4,82,2013
Bronx,15100,5,83,6,94,2013
Bronx,15200,3,27,0,30,2013
Bronx,15300,1,35,3,39,2013
Bronx,15500,4,58,0,62,2013
Bronx,15700,3,76,10,89,2013
Bronx,15800,1,13,0,14,2013
Bronx,15900,3,45,0,48,2013
Bronx,16000,7,46,5,58,2013
Bronx,16100,0,114,6,120,2013
Bronx,16200,0,29,2,31,2013
Bronx,16300,0,7,0,7,2013
Bronx,16400,3,17,1,21,2013
Bronx,16500,4,44,3,51,2013
Bronx,16600,2,28,0,30,2013
Bronx,16700,0,42,2,44,2013
Bronx,16900,0,21,0,21,2013
Bronx,17100,0,1,0,1,2013
Bronx,17300,1,67,5,73,2013
Bronx,17500,3,95,2,100,2013
Bronx,17701,5,65,1,71,2013
Bronx,17702,2,48,2,52,2013
Bronx,17901,0,49,0,49,2013
Bronx,17902,1,29,3,33,2013
Bronx,18101,2,32,0,34,2013
Bronx,18102,0,64,0,64,2013
Bronx,18301,0,53,1,54,2013
Bronx,18302,0,62,0,62,2013
Bronx,18400,4,51,4,59,2013
Bronx,18501,6,39,6,51,2013
Bronx,18502,7,56,8,71,2013
Bronx,18900,2,104,18,124,2013
Bronx,19300,0,50,10,60,2013
Bronx,19400,0,15,2,17,2013
Bronx,19500,5,74,0,79,2013
Bronx,19700,1,101,0,102,2013
Bronx,19900,5,66,1,72,2013
Bronx,20000,6,108,2,116,2013
Bronx,20100,2,44,0,46,2013
Bronx,20200,6,37,0,43,2013
Bronx,20400,1,60,5,66,2013
Bronx,20501,2,38,2,42,2013
Bronx,20502,3,36,0,39,2013
Bronx,20601,1,24,2,27,2013
Bronx,20900,6,71,5,82,2013
Bronx,21001,4,92,0,96,2013
Bronx,21002,0,33,0,33,2013
Bronx,21100,3,64,3,70,2013
Bronx,21200,6,46,0,52,2013
Bronx,21301,0,12,0,12,2013
Bronx,21302,3,36,10,49,2013
Bronx,21501,2,37,0,39,2013
Bronx,21502,1,73,1,75,2013
Bronx,21601,3,31,0,34,2013
Bronx,21602,0,84,2,86,2013
Bronx,21700,1,87,1,89,2013
Bronx,21800,3,59,4,66,2013
Bronx,21900,7,53,4,64,2013
Bronx,22000,0,45,3,48,2013
Bronx,22101,0,46,3,49,2013
Bronx,22102,0,50,0,50,2013
Bronx,22200,15,112,8,135,2013
Bronx,22300,0,37,0,37,2013
Bronx,22401,0,32,0,32,2013
Bronx,22403,1,34,0,35,2013
Bronx,22404,1,52,0,53,2013
Bronx,22500,3,80,0,83,2013
Bronx,22701,2,44,0,46,2013
Bronx,22702,2,16,0,18,2013
Bronx,22703,0,43,0,43,2013
Bronx,22800,3,69,7,79,2013
Bronx,22901,6,109,2,117,2013
Bronx,22902,1,45,2,48,2013
Bronx,23000,1,28,0,29,2013
Bronx,23100,2,37,0,39,2013
Bronx,23200,2,27,2,31,2013
Bronx,23301,4,82,1,87,2013
Bronx,23302,0,13,1,14,2013
Bronx,23501,0,37,6,43,2013
Bronx,23502,0,46,0,46,2013
Bronx,23600,2,26,1,29,2013
Bronx,23702,1,43,0,44,2013
Bronx,23703,1,122,1,124,2013
Bronx,23704,2,32,1,35,2013
Bronx,23800,3,78,4,85,2013
Bronx,23900,4,86,2,92,2013
Bronx,24000,0,52,4,56,2013
Bronx,24100,2,71,7,80,2013
Bronx,24300,0,94,7,101,2013
Bronx,24400,0,16,0,16,2013
Bronx,24501,3,23,0,26,2013
Bronx,24502,0,50,0,50,2013
Bronx,24600,0,18,0,18,2013
Bronx,24700,0,15,0,15,2013
Bronx,24800,3,24,2,29,2013
Bronx,24900,0,53,0,53,2013
Bronx,25000,0,23,1,24,2013
Bronx,25100,6,73,0,79,2013
Bronx,25200,0,50,0,50,2013
Bronx,25300,1,54,0,55,2013
Bronx,25400,1,19,1,21,2013
Bronx,25500,8,92,6,106,2013
Bronx,25600,5,29,0,34,2013
Bronx,25700,0,22,0,22,2013
Bronx,26100,0,20,0,20,2013
Bronx,26300,3,74,2,79,2013
Bronx,26400,1,41,1,43,2013
Bronx,26500,7,71,0,78,2013
Bronx,26601,4,28,2,34,2013
Bronx,26602,2,114,13,129,2013
Bronx,26701,6,64,0,70,2013
Bronx,26702,1,59,0,60,2013
Bronx,26900,1,26,2,29,2013
Bronx,27300,1,66,3,70,2013
Bronx,27401,4,32,8,44,2013
Bronx,27402,4,40,0,44,2013
Bronx,27600,1,1,0,2,2013
Bronx,27700,3,43,4,50,2013
Bronx,27900,3,77,0,80,2013
Bronx,28100,0,39,0,39,2013
Bronx,28300,3,113,19,135,2013
Bronx,28400,6,148,8,162,2013
Bronx,28500,5,78,6,89,2013
Bronx,28600,0,52,3,55,2013
Bronx,28700,3,35,6,44,2013
Bronx,28800,4,20,0,24,2013
Bronx,28900,2,109,14,125,2013
Bronx,29301,0,37,0,37,2013
Bronx,29302,5,96,0,101,2013
Bronx,29500,8,115,3,126,2013
Bronx,29600,9,113,0,122,2013
Bronx,29700,5,103,0,108,2013
Bronx,30000,11,53,5,69,2013
Bronx,30100,0,22,1,23,2013
Bronx,30201,0,8,6,14,2013
Bronx,30202,0,13,0,13,2013
Bronx,30701,1,57,3,61,2013
Bronx,30900,9,86,7,102,2013
Bronx,31000,14,70,0,84,2013
Bronx,31200,5,24,0,29,2013
Bronx,31400,3,15,0,18,2013
Bronx,31600,3,10,2,15,2013
Bronx,31800,7,7,0,14,2013
Bronx,31900,14,27,0,41,2013
Bronx,32300,19,135,0,154,2013
Bronx,32400,0,28,1,29,2013
Bronx,32600,2,21,0,23,2013
Bronx,32800,10,39,1,50,2013
Bronx,33000,1,68,3,72,2013
Bronx,33201,4,34,0,38,2013
Bronx,33202,4,39,0,43,2013
Bronx,33400,0,24,2,26,2013
Bronx,33500,3,49,0,52,2013
Bronx,33601,0,65,0,65,2013
Bronx,33602,0,4,2,6,2013
Bronx,33700,9,38,1,48,2013
Bronx,33801,1,11,4,16,2013
Bronx,33802,1,10,0,11,2013
Bronx,34000,0,40,2,42,2013
Bronx,34200,1,13,1,15,2013
Bronx,34300,1,25,1,27,2013
Bronx,34400,0,13,0,13,2013
Bronx,34500,3,47,0,50,2013
Bronx,34800,4,51,11,66,2013
Bronx,35000,3,19,5,27,2013
Bronx,35100,4,84,7,95,2013
Bronx,35600,3,22,6,31,2013
Bronx,35800,7,29,11,47,2013
Bronx,35900,2,34,10,46,2013
Bronx,36000,2,22,5,29,2013
Bronx,36100,4,39,2,45,2013
Bronx,36300,0,76,4,80,2013
Bronx,36400,0,26,0,26,2013
Bronx,36501,1,44,1,46,2013
Bronx,36502,3,16,4,23,2013
Bronx,36700,0,23,0,23,2013
Bronx,36800,2,14,0,16,2013
Bronx,36901,4,32,0,36,2013
Bronx,36902,2,16,1,19,2013
Bronx,37000,0,9,2,11,2013
Bronx,37100,0,53,10,63,2013
Bronx,37200,2,31,3,36,2013
Bronx,37300,4,107,8,119,2013
Bronx,37400,1,41,5,47,2013
Bronx,37504,4,84,2,90,2013
Bronx,37600,2,11,0,13,2013
Bronx,37800,4,47,3,54,2013
Bronx,37900,8,55,2,65,2013
Bronx,38000,7,48,8,63,2013
Bronx,38100,1,67,2,70,2013
Bronx,38200,0,9,3,12,2013
Bronx,38301,4,59,0,63,2013
Bronx,38303,0,41,0,41,2013
Bronx,38304,1,29,0,30,2013
Bronx,38500,3,64,3,70,2013
Bronx,38600,2,55,6,63,2013
Bronx,38700,5,55,0,60,2013
Bronx,38800,3,26,15,44,2013
Bronx,38900,5,90,9,104,2013
Bronx,39000,3,24,7,34,2013
Bronx,39100,3,135,8,146,2013
Bronx,39200,1,15,0,16,2013
Bronx,39300,1,85,3,89,2013
Bronx,39400,0,44,5,49,2013
Bronx,39500,6,121,9,136,2013
Bronx,39600,4,49,13,66,2013
Bronx,39700,18,266,2,286,2013
Bronx,39800,2,18,1,21,2013
Bronx,39901,2,93,0,95,2013
Bronx,39902,3,88,4,95,2013
Bronx,40100,1,69,2,72,2013
Bronx,40302,0,21,0,21,2013
Bronx,40303,1,42,5,48,2013
Bronx,40304,2,35,0,37,2013
Bronx,40400,0,25,4,29,2013
Bronx,40501,0,47,0,47,2013
Bronx,40502,1,52,2,55,2013
Bronx,40600,7,47,5,59,2013
Bronx,40701,1,23,0,24,2013
Bronx,40702,0,71,2,73,2013
Bronx,40800,2,28,3,33,2013
Bronx,40900,2,120,6,128,2013
Bronx,41100,1,26,6,33,2013
Bronx,41300,2,66,2,70,2013
Bronx,41400,6,53,0,59,2013
Bronx,41500,1,37,1,39,2013
Bronx,41800,1,38,3,42,2013
Bronx,41900,2,99,4,105,2013
Bronx,42000,2,80,2,84,2013
Bronx,42100,7,156,1,164,2013
Bronx,42200,0,22,0,22,2013
Bronx,42300,0,33,0,33,2013
Bronx,42400,2,26,6,34,2013
Bronx,42500,3,116,8,127,2013
Bronx,42600,3,39,14,56,2013
Bronx,42800,3,6,1,10,2013
Bronx,42901,0,40,1,41,2013
Bronx,42902,9,46,0,55,2013
Bronx,43000,4,12,0,16,2013
Bronx,43101,1,47,0,48,2013
Bronx,43102,3,45,1,49,2013
